iter	RMSE
774	73.90281125
775	73.88801426
776	73.8814414
777	73.8692285
778	73.858684
779	73.84931794
780	73.84175741
781	73.83590627
782	73.82407665
783	73.81098948
784	73.80528074
785	73.79297595
786	73.77615934
787	73.75882882
788	73.75665245
789	73.74103014
790	73.73731483
791	73.72652472
792	73.70831597
793	73.70300105
794	73.69151635
795	73.68479591
796	73.67566509
797	73.66823844
798	73.66117851
799	73.65278811
800	73.64690117
801	73.63383489
802	73.62685537
803	73.61460508
804	73.6082949
805	73.59686319
806	73.59051887
807	73.58062186
808	73.56649493
809	73.55597888
810	73.5473876
811	73.52992446
812	73.52825332
813	73.51493434
814	73.50794608
815	73.50008005
816	73.49553994
817	73.48665523
818	73.48126172
819	73.47172156
820	73.4581259
821	73.45398697
822	73.45025104
823	73.43967149
824	73.43355094
825	73.4128226
826	73.40656396
827	73.40521764
828	73.39218064
829	73.37811648
830	73.36236353
831	73.34424923
832	73.3354962
833	73.32905383
834	73.31410155
835	73.30297575
836	73.29074053
837	73.28609556
838	73.27022923
839	73.25616391
840	73.25411694
841	73.24706376
842	73.24038773
843	73.22527648
844	73.218077
845	73.20599755
846	73.19468532
847	73.18340008
848	73.17504615
849	73.16118948
850	73.14698732
851	73.13736013
852	73.12450209
853	73.11617982
854	73.10274359
855	73.09401607
856	73.08167398
857	73.06896879
858	73.066988
859	73.04785716
860	73.04069283
861	73.02658931
862	73.01355983
863	73.00394815
864	72.99459737
865	72.98505205
866	72.9686821
867	72.95498059
868	72.94793977
869	72.93629032
870	72.92681299
871	72.91736678
872	72.91049025
873	72.90375132
874	72.88910957
875	72.8751556
876	72.86410391
877	72.85850769
878	72.84399905
879	72.83375598
880	72.8233794
881	72.8143793
882	72.81375726
883	72.81018979
884	72.80145589
885	72.79487213
886	72.78933357
887	72.78060665
888	72.76286141
889	72.75428375
890	72.75417587
891	72.74551848
892	72.7351848
893	72.7273627
894	72.71715236
895	72.71056923
896	72.69989842
897	72.69418545
898	72.6940831
899	72.68893456
900	72.67919879
901	72.67240275
902	72.66438146
903	72.65633716
904	72.64774992
905	72.63349487
906	72.61999845
907	72.61126989
908	72.59267174
909	72.58227141
910	72.5721484
911	72.56433247
912	72.55415063
913	72.54684431
914	72.53714003
915	72.52731005
916	72.51923538
917	72.51175604
918	72.50496393
919	72.48853469
920	72.47522881
921	72.46765972
922	72.46245389
923	72.45718304
924	72.44825261
925	72.44706562
926	72.43670086
927	72.42887032
928	72.42181309
929	72.4125224
930	72.40634353
931	72.39546054
932	72.38483183
933	72.37075653
934	72.36275733
935	72.35334254
936	72.35325718
937	72.34296869
938	72.33596884
939	72.3338973
940	72.3229573
941	72.31614133
942	72.30713608
943	72.30105985
944	72.29449172
945	72.2885686
946	72.28519907
947	72.2758494
948	72.27001657
949	72.25985077
950	72.25900994
951	72.24964296
952	72.23969358
953	72.23184311
954	72.21765662
955	72.21005969
956	72.20355838
957	72.19472397
958	72.18814374
959	72.18264813
960	72.17335175
961	72.1667841
962	72.15125725
963	72.14426137
964	72.13193338
965	72.12856383
966	72.12006325
967	72.11314186
968	72.10873979
969	72.10000501
970	72.09069698
971	72.08646613
972	72.07899969
973	72.07085476
974	72.0642769
975	72.05581715
976	72.04529354
977	72.03002142
978	72.02993903
979	72.00589258
980	71.99718734
981	71.99538979
982	71.98379522
983	71.9737324
984	71.96525211
985	71.95574299
986	71.94570351
987	71.9406566
988	71.92795375
989	71.91699587
990	71.9043741
991	71.89784799
992	71.89123699
993	71.88012793
994	71.87620767
995	71.86910973
996	71.85623999
997	71.84371938
998	71.83461749
999	71.83035257
